MODIFY_AUDIO_SETTINGS,CAMERA,ACCESS_WIFI_STATE,FLASHLIGHT,DISABLE_KEYGUARD,USE_CREDENTIALS,WRITE_CONTACTS,ACCESS_CACHE_FILESYSTEM,RECEIVE_MMS,ACCESS_LOCATION_EXTRA_COMMANDS,CALL_PHONE,WRITE_EXTERNAL_STORAGE,ACCESS_COARSE_LOCATION,READ_PHONE_STATE,GET_TASKS,READ_CONTACTS,CHECK_LICENSE,BLUETOOTH_ADMIN,WRITE_INTERNAL_STORAGE,KILL_BACKGROUND_PROCESSES,WRITE_APN_SETTINGS,WAKE_LOCK,INSTALL_PACKAGES,C2D_MESSAGE,RECORD_AUDIO,RECEIVE_SMS,BROADCAST_STICKY,CHANGE_NETWORK_STATE,SEND_SMS,SAMSUNG_TUNTAP,CHANGE_WIFI_STATE,ACCESS_NETWORK_STATE,READ_GSERVICES,BLUETOOTH,RECEIVE,WRITE_SECURE_SETTINGS,READ_USER_DICTIONARY,BROADCAST_BADGE,INSTALL_SHORTCUT,MAPS_RECEIVE,SET_WALLPAPER,WRITE_SMS,RECEIVE_BOOT_COMPLETED,READ_PROFILE,MANAGE_ACCOUNTS,VIBRATE,RECEIVE_WAP_PUSH,INTERNET,GET_ACCOUNTS,WRITE_SYNC_SETTINGS,MOUNT_UNMOUNT_FILESYSTEMS,RESTART_PACKAGES,UPDATE_APP_OPS_STATS,READ_SMS,READ_INTERNAL_STORAGE,ACCESS_MTK_MMHW,READ_EXTERNAL_STORAGE,READ_SYNC_SETTINGS,AUTHENTICATE_ACCOUNTS,SYSTEM_ALERT_WINDOW,READ,CHANGE_CONFIGURATION,UNINSTALL_SHORTCUT,WRITE_SETTINGS,INTERACT_ACROSS_USERS_FULL,WRITE,READ_LOGS,ACCESS_FINE_LOCATION,READ_SETTINGS,BILLING
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
